3.034001731872558594e+01	2.603705787658691406e+01	-3.631136894226074219e+00	-1.087510299682617188e+02	1.689420928955078125e+02	2.696234512329101562e+01	-1.273220157623291016e+01	-1.609635162353515625e+01	-8.963488769531250000e+01	2.295749092102050781e+01	6.680556297302246094e+00	7.180455017089843750e+01	-1.152956085205078125e+02	-2.882176399230957031e+00	1.475170898437500000e+02	1.280798797607421875e+02	1.202054443359375000e+02	-8.656768035888671875e+01	6.425468444824218750e+01	-2.278327751159667969e+01	-6.755231475830078125e+01	7.687016296386718750e+01	7.596484375000000000e+01	5.085347366333007812e+01	9.489477539062500000e+01	-6.614317626953125000e+02	-1.592765960693359375e+02	-3.941178512573242188e+01	1.204386749267578125e+02	-1.074542388916015625e+02	1.144574829101562500e+03	5.471569824218750000e+01	-2.226400451660156250e+02	-1.081480102539062500e+02	-7.751640319824218750e+01	-5.179730224609375000e+01	6.248825073242187500e+01	-5.152614212036132812e+01	-2.461145591735839844e+01	-5.400101661682128906e+00	-2.980206489562988281e+01	-5.077323436737060547e+00	4.974718856811523438e+01	1.078563842773437500e+02	3.739210605621337891e+00	1.516052532196044922e+01	-7.580269622802734375e+01	1.269745330810546875e+02	1.294155693054199219e+01	3.352177047729492188e+01
2.283231925964355469e+01	2.363835525512695312e+01	5.896350860595703125e+00	-4.524012756347656250e+01	7.746187591552734375e+01	-9.811034202575683594e+00	-3.907506942749023438e+01	2.802568054199218750e+01	-4.912642669677734375e+01	-3.313197851181030273e+00	-1.140037250518798828e+01	-1.143877220153808594e+01	-4.732435989379882812e+01	-4.144167900085449219e+00	2.480960845947265625e+01	6.592872619628906250e+01	8.710346221923828125e+01	-3.272539901733398438e+01	-1.647875785827636719e+01	4.776273345947265625e+01	1.070855808258056641e+01	3.490782928466796875e+01	1.221606063842773438e+01	2.274431800842285156e+01	1.603495025634765625e+01	-2.360552368164062500e+02	-4.252690124511718750e+01	-4.344963431358337402e-01	4.076288223266601562e+01	-2.511255455017089844e+01	3.994926147460937500e+02	1.530744171142578125e+01	-6.210620117187500000e+01	-1.376745223999023438e+01	-2.196824645996093750e+01	-1.903367042541503906e+01	7.777386188507080078e+00	-3.481354522705078125e+01	-1.859439468383789062e+01	1.871906089782714844e+01	-1.601228904724121094e+01	-7.287102937698364258e-01	-4.960622787475585938e+00	-4.362408161163330078e+00	3.962791860103607178e-01	-3.082350969314575195e+00	-5.992110443115234375e+01	4.310168457031250000e+01	-2.478521823883056641e+00	-1.573652839660644531e+01
1.512312622070312500e+02	1.036222229003906250e+02	8.146082305908203125e+01	-1.517303771972656250e+02	2.993295593261718750e+02	-3.777090835571289062e+01	-3.640393676757812500e+02	1.960185394287109375e+02	-1.735460510253906250e+02	-8.166836547851562500e+01	-1.885465049743652344e+01	-8.131898498535156250e+01	-2.115159606933593750e+02	1.920805454254150391e+00	3.378580932617187500e+02	1.331715698242187500e+02	1.534699535369873047e+01	1.887328720092773438e+01	-1.340526580810546875e+02	-1.642962036132812500e+02	-6.866391181945800781e+00	1.991419525146484375e+02	6.429132080078125000e+01	1.111242904663085938e+02	1.700660095214843750e+02	-1.165313720703125000e+03	-2.091630554199218750e+02	2.934641838073730469e+01	1.947359924316406250e+02	-2.290337829589843750e+02	2.115328369140625000e+03	1.962980346679687500e+02	-2.667475280761718750e+02	-7.725807189941406250e+01	-3.826261043548583984e+00	3.319010925292968750e+01	6.238935470581054688e+01	5.820667266845703125e+01	8.257029724121093750e+01	-6.488441467285156250e+01	-1.207558822631835938e+02	6.812763214111328125e+01	-2.715358161926269531e+01	2.514062881469726562e+01	3.037645149230957031e+01	5.114653015136718750e+01	-1.246077575683593750e+02	-1.052742767333984375e+02	-5.353061676025390625e+01	-1.021081161499023438e+02
1.729233551025390625e+01	5.328371524810791016e+00	1.517522335052490234e+01	-4.969846248626708984e+00	1.972625541687011719e+01	-1.410729598999023438e+01	-1.951951408386230469e+01	9.492874145507812500e+00	-1.076910305023193359e+01	1.727298736572265625e+00	-1.017204189300537109e+01	8.630981445312500000e+00	-1.784523391723632812e+01	-7.278203964233398438e+00	1.699476242065429688e+01	2.730317878723144531e+01	1.563368034362792969e+01	-1.631294631958007812e+01	-3.017194747924804688e+00	4.809808254241943359e+00	3.864359855651855469e+00	1.019898605346679688e+01	1.542140293121337891e+01	1.299501800537109375e+01	7.379177093505859375e+00	-1.014411163330078125e+02	-1.506772422790527344e+01	-5.944505691528320312e+00	2.492393112182617188e+01	-1.681436347961425781e+01	1.795081024169921875e+02	1.799586105346679688e+01	-3.069940567016601562e+01	2.477963447570800781e+00	-4.859589099884033203e+00	-7.772665500640869141e+00	-1.186782479286193848e+00	-9.065396308898925781e+00	-4.605854511260986328e+00	-4.109356403350830078e+00	6.145583152770996094e+00	6.933718681335449219e+00	3.609955310821533203e-03	5.335209369659423828e+00	2.335801422595977783e-01	1.176878261566162109e+01	-1.566854572296142578e+01	1.423321914672851562e+01	-3.528371334075927734e+00	2.754077196121215820e+00
6.875920867919921875e+01	4.136545944213867188e+01	2.037709236145019531e+01	-5.537210464477539062e+01	1.417491760253906250e+02	4.846212387084960938e+01	-8.338117980957031250e+01	4.797470092773437500e+01	-4.355850219726562500e+01	-7.775222778320312500e+01	8.877632904052734375e+01	-1.232820510864257812e+02	-2.887139511108398438e+01	-1.249870395660400391e+01	1.764252319335937500e+02	5.697552108764648438e+01	7.434729003906250000e+01	-4.373326778411865234e+00	-1.965748214721679688e+01	4.389261627197265625e+01	-4.561309051513671875e+01	2.638425827026367188e+01	5.623519897460937500e+01	2.327378845214843750e+01	4.166521835327148438e+01	-6.301946411132812500e+02	-1.713879394531250000e+02	-2.671942710876464844e+01	7.738842010498046875e+01	1.237212276458740234e+01	1.134507080078125000e+03	6.351453018188476562e+01	-2.039538116455078125e+02	-7.361346435546875000e+01	-1.142544250488281250e+02	4.590267944335937500e+01	-6.669161987304687500e+01	-8.494628906250000000e+00	-4.091443634033203125e+01	5.903576278686523438e+01	-6.274038314819335938e+01	4.692466735839843750e+01	8.397755432128906250e+01	-5.809259414672851562e+01	-4.365476226806640625e+01	2.727872467041015625e+01	-1.368957519531250000e+02	1.392087097167968750e+02	-7.602239227294921875e+01	-1.887331237792968750e+02
7.519276428222656250e+01	8.482046127319335938e+00	-1.330382633209228516e+01	-7.301381683349609375e+01	1.146512603759765625e+02	-1.660195732116699219e+01	-2.344347190856933594e+01	7.085199832916259766e+00	-4.384580612182617188e+01	-2.803915596008300781e+01	4.537398815155029297e+00	1.071602058410644531e+01	1.194180011749267578e+00	-1.721679115295410156e+01	9.395416259765625000e+01	1.747083091735839844e+01	5.746181011199951172e+00	-1.590243816375732422e+01	3.333524322509765625e+01	3.514346694946289062e+01	2.788108110427856445e+00	2.259769439697265625e+01	3.543271255493164062e+01	2.950419425964355469e+01	2.908707427978515625e+01	-3.094386291503906250e+02	-7.330390167236328125e+01	-5.357007980346679688e+01	2.138681793212890625e+01	-1.272610950469970703e+01	5.746767578125000000e+02	1.773542404174804688e+01	-1.382114257812500000e+02	-3.243731689453125000e+01	-2.732546043395996094e+01	5.834844207763671875e+01	3.550324249267578125e+01	-1.397347545623779297e+01	-4.068836975097656250e+01	4.471723556518554688e+01	1.040947341918945312e+01	1.828754425048828125e+01	1.410955429077148438e+01	-6.758766174316406250e+00	1.856793642044067383e+00	3.675974273681640625e+01	-8.403721618652343750e+01	4.778585815429687500e+01	-3.642298698425292969e+00	-6.491944122314453125e+01
-9.334499239921569824e-01	2.291121959686279297e+00	7.513195514678955078e+00	-1.092726826667785645e+00	7.857312202453613281e+00	-2.735059738159179688e+00	-1.125162029266357422e+01	-1.224716544151306152e+00	-5.357500910758972168e-01	-8.926334381103515625e+00	-2.807268142700195312e+00	4.518500804901123047e+00	-1.006779479980468750e+01	5.357722282409667969e+00	1.354151058197021484e+01	3.533292770385742188e+00	-3.359551906585693359e+00	-8.453850746154785156e+00	2.854282379150390625e+00	-2.413139820098876953e+00	6.778371334075927734e+00	4.952497959136962891e+00	1.050132751464843750e+01	4.080472469329833984e+00	4.467721939086914062e+00	-3.881997680664062500e+01	-1.794917106628417969e+00	-4.858300685882568359e+00	-7.656922817230224609e+00	-3.576949119567871094e+00	5.991750335693359375e+01	6.088522076606750488e-02	-1.068980693817138672e+01	-3.911644220352172852e+00	-2.845542907714843750e+00	-5.390130996704101562e+00	5.766864299774169922e+00	-4.688841402530670166e-01	-2.041027069091796875e+00	3.293931245803833008e+00	1.555277943611145020e+00	7.154373645782470703e+00	-9.371813535690307617e-01	-1.865708827972412109e-02	5.715973377227783203e+00	-4.056908130645751953e+00	-5.674578666687011719e+00	1.030305576324462891e+01	1.925371408462524414e+00	5.022726535797119141e+00
1.649414062500000000e+02	1.036320800781250000e+02	1.055805969238281250e+01	-2.433596496582031250e+02	2.905021667480468750e+02	6.759239196777343750e+01	-1.819221038818359375e+02	8.841593933105468750e+01	-3.080745239257812500e+02	-2.392405853271484375e+02	1.257006072998046875e+02	-1.749365844726562500e+02	-1.657042999267578125e+02	2.273548126220703125e+01	2.959848937988281250e+02	-3.729963779449462891e+00	2.676758003234863281e+01	-4.942844772338867188e+01	-1.218131408691406250e+02	1.680072937011718750e+02	-6.443641662597656250e+01	-2.975698280334472656e+01	-4.122610473632812500e+01	1.281438751220703125e+02	-5.780463695526123047e+00	-1.438813232421875000e+03	-4.136456604003906250e+02	-1.946030273437500000e+02	8.376104736328125000e+01	5.935228347778320312e+00	2.476324218750000000e+03	4.750067520141601562e+01	-4.191024780273437500e+02	-6.920349121093750000e+01	-1.704702148437500000e+02	1.002920074462890625e+02	1.585074329376220703e+01	-8.263199615478515625e+01	-1.731637725830078125e+02	1.312203369140625000e+02	-2.122280693054199219e+01	6.434944915771484375e+01	1.877789154052734375e+02	-1.300716705322265625e+02	-4.743859100341796875e+01	9.802697753906250000e+01	-2.642943725585937500e+02	1.413959197998046875e+02	-1.810712432861328125e+02	-3.244848327636718750e+02
5.121781921386718750e+01	3.142411804199218750e+01	2.006618690490722656e+01	-1.001938934326171875e+02	1.458527526855468750e+02	2.173558044433593750e+01	-5.503195953369140625e+01	-1.325699138641357422e+01	-6.888095092773437500e+01	3.282822418212890625e+01	-3.449653625488281250e+00	1.025211791992187500e+02	-1.018314056396484375e+02	1.375168418884277344e+01	1.463561553955078125e+02	1.313435974121093750e+02	9.082426452636718750e+01	-7.993308258056640625e+01	3.976623535156250000e+01	-7.433617401123046875e+01	-4.651578903198242188e+01	7.232212829589843750e+01	7.134382629394531250e+01	4.989059829711914062e+01	9.561574554443359375e+01	-6.291234130859375000e+02	-1.427928009033203125e+02	-3.191240119934082031e+01	1.157452392578125000e+02	-1.321821746826171875e+02	1.115976074218750000e+03	6.002837753295898438e+01	-1.928339691162109375e+02	-1.006433944702148438e+02	-5.204414367675781250e+01	-3.206059646606445312e+01	4.313597488403320312e+01	-2.346263694763183594e+01	4.264637374877929688e+01	-4.309698486328125000e+01	-1.521358489990234375e+01	1.691304206848144531e+01	3.158040237426757812e+01	1.441768646240234375e+02	-6.832177162170410156e+00	1.924799537658691406e+01	-2.208262634277343750e+01	7.920574188232421875e+01	1.419290351867675781e+01	3.710649871826171875e+01
-3.081252813339233398e+00	1.377881622314453125e+01	1.086590003967285156e+01	-1.290851306915283203e+01	1.739025688171386719e+01	-7.980362176895141602e-01	-1.205692481994628906e+01	1.111416339874267578e+00	-1.577843856811523438e+01	-4.911278486251831055e-01	-4.902805805206298828e+00	1.035036182403564453e+01	-1.117104721069335938e+01	-6.049550056457519531e+00	1.868650245666503906e+01	6.886264801025390625e+00	4.144560337066650391e+00	-7.238816261291503906e+00	6.127737522125244141e+00	-7.514695644378662109e+00	-6.049805641174316406e+00	1.383195877075195312e+01	1.741741371154785156e+01	1.254354286193847656e+01	1.107515716552734375e+01	-7.034280395507812500e+01	-1.464668083190917969e+01	-6.141103267669677734e+00	1.280959510803222656e+01	-1.906040000915527344e+01	1.187811126708984375e+02	2.062132263183593750e+01	-2.128983688354492188e+01	-1.613106918334960938e+01	-8.068568229675292969e+00	4.582343101501464844e-01	7.402043938636779785e-01	-1.080636501312255859e+01	3.459550380706787109e+00	-5.201976776123046875e+00	1.015261554718017578e+01	6.674772262573242188e+00	-6.015247821807861328e+00	9.312860488891601562e+00	8.512377738952636719e+00	-4.436967849731445312e+00	-3.371812105178833008e-01	1.372545146942138672e+01	-7.223773002624511719e-02	1.126549053192138672e+01
