Categoría,Cluster principal,Porcentaje,Dispersión
comp.sys.ibm.pc.hardware,0,83.87096774193549,0.16129032258064513
comp.sys.mac.hardware,0,71.23287671232876,0.28767123287671237
rec.autos,0,77.04918032786885,0.2295081967213115
rec.sport.hockey,0,60.0,0.4
sci.electronics,0,66.82464454976304,0.33175355450236965
talk.politics.guns,0,68.08510638297872,0.3191489361702128
talk.politics.mideast,0,63.888888888888886,0.36111111111111116
