Cluster,Categoría principal,Porcentaje
0,comp.sys.mac.hardware,33.12101910828025
1,comp.sys.ibm.pc.hardware,58.92857142857143
2,sci.electronics,38.333333333333336
3,sci.electronics,27.956989247311824
4,comp.sys.mac.hardware,100.0
5,rec.autos,100.0
6,talk.politics.guns,34.92063492063492
