Categoría,Cluster principal,Porcentaje,Dispersión
comp.sys.ibm.pc.hardware,2,61.29032258064516,0.3870967741935484
comp.sys.mac.hardware,2,95.8904109589041,0.04109589041095896
rec.autos,2,55.73770491803278,0.4426229508196722
rec.sport.hockey,2,90.0,0.09999999999999998
sci.electronics,2,94.7867298578199,0.05213270142180093
talk.politics.guns,2,72.3404255319149,0.276595744680851
talk.politics.mideast,6,52.77777777777778,0.4722222222222222
