Categoría,Cluster principal,Porcentaje,Dispersión
comp.sys.ibm.pc.hardware,0,53.2258064516129,0.467741935483871
comp.sys.mac.hardware,0,81.5068493150685,0.18493150684931503
rec.autos,0,91.80327868852459,0.08196721311475408
rec.sport.hockey,0,72.0,0.28
sci.electronics,0,87.67772511848341,0.12322274881516593
talk.politics.guns,0,56.02836879432624,0.43971631205673756
talk.politics.mideast,4,80.55555555555556,0.19444444444444442
