Categoría,Cluster principal,Porcentaje,Dispersión
comp.sys.ibm.pc.hardware,2,30.64516129032258,0.6935483870967742
comp.sys.mac.hardware,0,71.23287671232876,0.28767123287671237
rec.autos,5,57.377049180327866,0.42622950819672134
rec.sport.hockey,0,90.0,0.09999999999999998
sci.electronics,0,48.81516587677725,0.5118483412322274
talk.politics.guns,6,31.20567375886525,0.6879432624113475
talk.politics.mideast,6,43.05555555555556,0.5694444444444444
